source_id,ra,dec,parallax,pmra,pmdec
2106989528102409600,283.22546487687623,45.35058058608613,0.885616760889962,-0.9906082997626264,-1.834390408032478
2106989562462151168,283.22575599510355,45.35529664782467,-0.055628066340249104,-3.5062047936554137,-8.071334524440216
2107000901176296192,283.20642103689653,45.33743147690662,,,
2107000901175799552,283.21547102547896,45.33461603253831,2.1179609285609264,3.160271632922493,-14.403373723136049
2107000901176802176,283.20604875512726,45.3469665474264,0.6396126986991317,-0.2771230800105974,-3.582651830142976
2107000901180470528,283.1992174487053,45.34292126261874,-0.2405550407227656,-2.3799207939355322,-2.485158757528393
2107000905474504448,283.2070927681322,45.33452386698135,-0.11899760482521951,-0.8928026424516322,-2.00105316844283
2107000905474506112,283.20046070958216,45.34458860373111,0.4725250793406307,-0.6047553622383961,-6.270778208057845
2107000905474506368,283.20183187471434,45.34416611002615,0.5924950253142578,-1.7759497239776822,1.1809901199028472
2107000905474508800,283.21757254481156,45.33809120727722,0.17198131669538624,2.1148364412465046,-0.3280193502662033
2107000905474508928,283.2022699713206,45.35060085668716,1.0096331662840723,-2.8415334704886455,1.2296996875677562
2107000969896278656,283.1964034989107,45.3455967194395,0.19950438285063088,-3.1664705622793274,-6.116802510290598
2107000969896280576,283.1980482016391,45.35029870345347,0.6367204073363609,-0.7600340248339765,-2.0705368904340657
2107000974190294784,283.1996909896164,45.35248399111779,0.6737921259465737,-1.3161898517186166,-3.774060392089228
2107001283427952000,283.2113377214552,45.35135496787564,-1.1534447414139337,-2.829912320304782,-4.859969417864194
2107001283431251584,283.21372443559943,45.3454835282447,,,
2107001313493671040,283.2066430365766,45.36344300612139,-1.9071768252059254,-6.616986510872265,-5.270449254201654
2107001317787704320,283.209119646339,45.36340115853019,,,
2107001317788495744,283.2102874200366,45.36116562371068,,,
2107001352147424128,283.1962185108841,45.35873642406593,0.5399394508274029,-0.375551801490146,-9.110943093626856
2107001352147425792,283.19811822097364,45.35911968449392,0.2480813262235667,1.173589089842206,-0.07217618119390762
2107001352151109632,283.197342151485,45.35946913902758,1.1426161939161303,-1.2951193872469484,-9.360008384704681
2107001352151111168,283.2035536453814,45.36045792138838,-0.0359672908458024,-2.563435802206478,-1.6720981897588312
2107001420870595328,283.225749095189,45.3663368966389,1.4081136302870232,-1.9798489918997197,-2.1439464416902307
